id,title,price,mileage,highlight,overview
25268827,2019 GMC Terrain SLT,"$22,998*",44K miles,"Low Miles Per Year
Less than 9,000 miles per year | Loaded
Panoramic Sunroof, Leather Seats, Navigation System, Apple CarPlay, Heated Steering Wheel | Premium Audio
BOSE Sound System","26 city/30 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | White/Gray |  | "
25471688,2019 Toyota Highlander LE,"$27,998*",36K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Third Row Seat, Automated Cruise Control, Lane Departure Warning, Rear View Camera, Bluetooth Technology","20 city/24 hwy | 4-cyl, Gas, 2.7L | Front Wheel Drive | Automatic | White/Tan |  | "
25316302,2015 Nissan Versa SV,"$14,599*",32K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Bluetooth Technology, Cloth Seats, Cruise Control, CD Audio, Auxiliary Audio Input","31 city/40 hwy | 4-cyl, Gas, 1.6L | Front Wheel Drive | Automatic | Black/Black |  | "
23208799,2018 Jeep Wrangler All-New Unlimited Sport S,Price unavailable*,60K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
4WD/AWD, Rear View Camera, Turbo charged engine, Bluetooth Technology, Alloy Wheels","17 city/23 hwy | 4-cyl, Turbo Gas, 2.0L | Automatic | Gray/Black |  | "
25493194,2020 Toyota Prius Prime Hybrid XLE,"$25,998*",50K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Automated Cruise Control, Navigation System, Apple CarPlay, Lane Departure Warning, Leatherette Seats","4-cyl, Plug-in Hybrid, 1.8L | Front Wheel Drive | Automatic | Black/Black |  | "
25002941,2020 Volkswagen Atlas Cross Sport SEL Premium R-Line,"$33,998*",34K miles,,"16 city/22 hwy | 6-cyl, Gas, 3.6L | All Wheel Drive | Automatic | Gray/Black |  | "
25079211,2019 Chevrolet Trax LT,Price unavailable*,60K miles,,"26 city/31 hwy | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | Black/Black |  | "
24914799,2014 Ford Edge SEL,"$13,998*",117K miles,,"19 city/27 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | White/Black |  | "
24788034,2022 Honda Civic Sport,"$25,998*",20K miles,,"30 city/37 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
24678758,2016 Mercedes-Benz GLA250,Price unavailable*,96K miles,,"24 city/32 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Gray/Tan |  | "
25010983,2014 Ford Escape SE,Price unavailable*,70K miles,,"23 city/32 hwy | 4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | White/Cream |  | "
25316163,2016 Volvo XC60 T5 Premier,"$17,998*",87K miles,,"23 city/31 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
24915133,2023 Hyundai Elantra SEL,"$22,998*",15K miles,,"30 city/40 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
25215344,2017 Audi A4 Premium Plus,"$20,998*",54K miles,,"25 city/33 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Silver/Gray |  | "
24901675,2021 Ford Bronco Outer Banks,"$48,998*",23K miles,,"18 city/20 hwy | 6-cyl, Turbo Gas, 2.7L | Four Wheel Drive | Automatic | White/Black |  | "
24283357,2018 Honda Civic LX,"$20,998*",18K miles,,"31 city/40 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Blue/Gray |  | "
24966155,2020 Jeep Grand Cherokee Laredo,"$24,998*",33K miles,,"19 city/26 hwy | 6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | Pearl/Black |  | "
25079717,2015 GMC Acadia Denali,"$21,998*",73K miles,,"16 city/23 hwy | 6-cyl, Gas, 3.6L | All Wheel Drive | Automatic | Black/Black |  | "
25306941,2017 Honda HR-V EX,"$14,998*",124K miles,,"27 city/31 hwy | 4-cyl, Gas, 1.8L | All Wheel Drive | Automatic | Gray/Black |  | "
25039478,2015 Mercedes-Benz ML350,Price unavailable*,38K miles,,"17 city/22 hwy | 6-cyl, Gas, 3.5L | All Wheel Drive | Automatic | Silver/Black |  | "
25216159,2014 Lexus LS 460,Price unavailable*,34K miles,,"16 city/24 hwy | 8-cyl, Gas, 4.6L | Rear Wheel Drive | Automatic | White/Black |  | "
25305970,2015 Mercedes-Benz C300,"$19,998*",76K miles,,"24 city/31 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Gray/Black |  | "
24999454,2019 Buick Encore Preferred,"$17,998*",32K miles,,"25 city/30 hwy | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | White/Black |  | "
25401352,2020 Tesla Model 3 Performance,"$29,998*",58K miles,,Electric | All Wheel Drive | Automatic | Gray/White |  | 
24712338,2019 Hyundai Ioniq Electric,"$16,998*",52K miles,,Electric | Front Wheel Drive | Automatic | Gray/Black |  | 
25383931,2022 BMW X3 XDrive30i,Price unavailable*,40K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Tan |  | "
25010706,2018 BMW 430 I Gran Coupe,"$23,998*",39K miles,,"24 city/34 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | White/Black |  | "
23953390,2019 Jeep Compass Latitude,"$18,998*",66K miles,,"22 city/31 hwy | 4-cyl, Gas, 2.4L | Four Wheel Drive | Manual 6 Speed | Black/Black |  | "
25079544,2019 BMW X3 sDrive30i,"$27,998*",48K miles,,"23 city/30 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | Blue/Brown |  | "
24862454,2013 Jaguar XF 3.0 Supercharged,"$18,998*",54K miles,,"17 city/28 hwy | 6-cyl, Supercharged Gas, 3.0L | Rear Wheel Drive | Automatic | Silver/Gray |  | "
25305682,2018 Ford Focus SE,"$12,998*",84K miles,,"26 city/38 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
25306082,2022 Toyota Prius LE,"$24,998*",36K miles,,"4-cyl, Hybrid, 1.8L | Front Wheel Drive | Automatic | Red/Gray |  | "
25344837,2020 Chevrolet Colorado Work Truck,"$25,998*",85K miles,,"17 city/24 hwy | 6-cyl, Gas, 3.6L | Four Wheel Drive | Automatic | 5 ft | White/Gray |  | "
25344032,2018 Tesla Model 3 Long Range,"$25,998*",70K miles,,Electric | Rear Wheel Drive | Automatic | White/Black |  | 
25216185,2021 Subaru Crosstrek Sport,"$25,998*",54K miles,,"27 city/34 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Blue/Gray |  | "
24209548,2016 Hyundai Elantra SE,"$10,998*",123K miles,,"28 city/38 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | White/Gray |  | "
24284914,2019 Nissan Rogue SV,"$14,599*",117K miles,,"26 city/33 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Blue/Black |  | "
24825976,2021 Tesla Model 3 Long Range,"$29,998*",60K miles,,Electric | All Wheel Drive | Automatic | White/Black |  | 
25378990,2019 Volkswagen Golf Alltrack S,"$21,998*",65K miles,,"21 city/30 hwy | 4-cyl, Turbo Gas, 1.8L | All Wheel Drive | Manual 6 Speed | Gray/Black |  | "
24998376,2023 Honda HR-V EX-L,"$30,998*",10K miles,,"25 city/30 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
24484933,2018 GMC Terrain SLE,Price unavailable*,76K miles,,"28 city/39 hwy | 4-cyl, Turbo Diesel, 1.6L | Front Wheel Drive | Automatic | Gray/Black |  | "
25078509,2020 Subaru Forester Premium,Price unavailable*,16K miles,,"26 city/33 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Blue/Gray |  | "
24385991,2018 Hyundai Santa Fe Sport,"$17,998*",54K miles,,"20 city/26 hwy | 4-cyl, Gas, 2.4L | All Wheel Drive | Automatic | Black/Gray |  | "
25403308,2015 Mercedes-Benz SLK250,"$23,998*",26K miles,,"22 city/32 hwy | 4-cyl, Turbo Gas, 1.8L | Rear Wheel Drive | Automatic | Black/Black |  | "
25232934,2022 Toyota Prius LE,"$23,998*",44K miles,,"4-cyl, Hybrid, 1.8L | Front Wheel Drive | Automatic | Black/Gray |  | "
25363357,2021 Mini Cooper,"$23,998*",33K miles,,"26 city/37 hwy | 3-cyl, Turbo Gas, 1.5L | Automatic | Red/Black |  | "
25398400,2020 Toyota C-HR LE,"$20,998*",46K miles,,"27 city/31 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Gray |  | "
23330572,2017 Mercedes-Benz C300,"$26,998*",31K miles,,"23 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Brown |  | "
24475190,2013 Chevrolet Volt,"$11,998*",89K miles,,"35 city/40 hwy | 4-cyl, Plug-in Hybrid, 1.4L | Front Wheel Drive | Automatic | Black/Black |  | "
24933308,2023 Mazda CX-50 2.5 Turbo Premium,"$37,998*",15K miles,,"23 city/29 hwy | 4-cyl, Turbo Gas, 2.5L | All Wheel Drive | Automatic | Black/Brown |  | "
25372281,2021 Nissan Altima SV,Price unavailable*,35K miles,,"27 city/37 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
25052728,2018 Toyota Highlander SE,"$30,998*",59K miles,,"20 city/26 hwy | 6-cyl, Gas, 3.5L | All Wheel Drive | Automatic | White/Black |  | "
24099670,2021 Jeep Grand Cherokee L Altitude,"$37,998*",20K miles,,"19 city/26 hwy | 6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | White/Black |  | "
25052315,2018 Subaru Crosstrek Limited,"$25,998*",24K miles,,"27 city/33 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | White/Gray |  | "
24739513,2022 Ford Maverick XLT,"$28,998*",48K miles,,"4-cyl, Hybrid, 2.5L | Front Wheel Drive | Automatic | Green/Gray |  | "
25305876,2020 Tesla Model 3 Long Range,"$29,998*",56K miles,,Electric | All Wheel Drive | Automatic | Red/Black |  | 
25052268,2019 Porsche 718 Cayman,Price unavailable*,27K miles,,"21 city/28 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Manual 6 Speed | Black/Black |  | "
24933349,2017 Subaru Crosstrek Premium,"$15,998*",124K miles,,"26 city/33 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | Red/Tan |  | "
25276301,2018 Tesla Model 3 Long Range,"$26,998*",53K miles,,Electric | Rear Wheel Drive | Automatic | White/Black |  | 
24965423,2022 Ford Bronco Outer Banks,"$43,998*",13K miles,,"4-cyl, Turbo Gas, 2.3L | Four Wheel Drive | Automatic | Gray/Brown |  | "
25268606,2016 Acura TLX,"$19,998*",88K miles,,"21 city/34 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | White/Brown |  | "
25124142,2020 Toyota Tacoma SR5,Price unavailable*,56K miles,,"6-cyl, Gas, 3.5L | Four Wheel Drive | Automatic | Gray/Gray |  | "
24825016,2021 Chevrolet Silverado 1500 Custom,"$29,998*",50K miles,,"20 city | 4-cyl, Turbo Gas, 2.7L | Rear Wheel Drive | Automatic | 6.5 ft | White/Black |  | "
24172787,2019 Toyota Camry SE,"$25,998*",20K miles,,"28 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Black/Black |  | "
24825834,2018 Mercedes-Benz GLA250,"$21,998*",43K miles,,"24 city/33 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Red/Tan |  | "
25451226,2023 BMW M240 I,Price unavailable*,7K miles,,"22 city/32 hwy | 6-cyl, Turbo Gas, 3.0L | Rear Wheel Drive | Automatic | Purple/Black |  | "
25344551,2018 Toyota Prius One,"$19,998*",67K miles,,"54 city/50 hwy | 4-cyl, Hybrid, 1.8L | Front Wheel Drive | Automatic | Green/Black |  | "
24915002,2019 Nissan Sentra S,"$14,599*",82K miles,,"29 city/37 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | White/Black |  | "
24416246,2018 Porsche Macan Turbo,"$54,998*",58K miles,,"17 city/23 hwy | 6-cyl, Turbo Gas, 3.6L | All Wheel Drive | Automatic | Orange/Black |  | "
24957233,2022 Nissan Leaf SV,"$20,998*",26K miles,,Electric | Front Wheel Drive | Automatic | Gray/Black |  | 
25223928,2018 Jeep Renegade Sport,"$18,998*",27K miles,,"21 city/29 hwy | 4-cyl, Gas, 2.4L | Automatic | Red/Black |  | "
25583173,2020 Honda Civic Sport,"$22,998*",60K miles,,"29 city/37 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
25428689,2021 Audi Q5 Premium,"$26,998*",53K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
25187261,2015 Toyota Corolla S Premium,"$16,998*",77K miles,,"29 city/37 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | White/Black |  | "
25306643,2023 Ram 1500 Bighorn,"$39,998*",10K miles,,"8-cyl, Gas, 5.7L | Four Wheel Drive | Automatic | White/Gray |  | "
25379444,2024 BMW iX XDrive50i,Price unavailable*,8K miles,,Electric | All Wheel Drive | Automatic | Blue/Black |  | 
25039684,2020 GMC Sierra 1500,"$29,998*",54K miles,,"15 city/20 hwy | 6-cyl, Gas, 4.3L | Four Wheel Drive | Automatic | White/Black |  | "
25401467,2021 Toyota RAV4 XLE,"$25,998*",41K miles,,"28 city/35 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Black/Black |  | "
24486304,2022 Subaru Outback Wilderness,"$33,998*",23K miles,,"22 city/26 hwy | 4-cyl, Turbo Gas, 2.4L | All Wheel Drive | Automatic | Gray/Black |  | "
25306496,2022 Mazda Mazda3 Select,"$21,998*",26K miles,,"26 city/34 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
24686641,2015 Mini Cooper S,"$18,998*",27K miles,,"26 city/35 hwy | 4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | Silver/Black |  | "
24908705,2021 Jeep Grand Cherokee Limited,"$29,998*",15K miles,,"6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | Black/Black |  | "
25011025,2015 Subaru Forester 2.5I Premium,"$17,998*",87K miles,,"24 city/32 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Blue/Gray |  | "
25493200,2019 Lexus RX 350,Price unavailable*,60K miles,,"20 city/28 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
24679099,2019 Ford EcoSport SE,"$17,998*",28K miles,,"23 city/29 hwy | 4-cyl, Gas, 2.0L | Four Wheel Drive | Automatic | Blue/Gray |  | "
24687025,2018 Volkswagen Beetle S,Price unavailable*,42K miles,,"26 city/33 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
